Lib Caller, Lib Name
java.util.IdentityHashMap$KeySpliterator_tryAdvance_java.util.function.Consumer.meth,java.lang.NullPointerException_init
java.util.IdentityHashMap$KeySpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.function.Consumer_accept_java.lang.Object
java.util.IdentityHashMap$KeySpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.ConcurrentModificationException_init
java.util.Collections$2_tryAdvance_java.util.function.Consumer.meth,java.util.function.Consumer_accept_java.lang.Object
java.util.HashMap$EntrySpliterator_tryAdvance_java.util.function.Consumer.meth,java.lang.NullPointerException_init
java.util.HashMap$EntrySpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.function.Consumer_accept_java.lang.Object
java.util.HashMap$EntrySpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.ConcurrentModificationException_init
java.util.HashMap$ValueSpliterator_tryAdvance_java.util.function.Consumer.meth,java.lang.NullPointerException_init
java.util.HashMap$ValueSpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.function.Consumer_accept_java.lang.Object
java.util.HashMap$ValueSpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.ConcurrentModificationException_init
java.util.HashMap$KeySpliterator_tryAdvance_java.util.function.Consumer.meth,java.lang.NullPointerException_init
java.util.HashMap$KeySpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.function.Consumer_accept_java.lang.Object
java.util.HashMap$KeySpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.ConcurrentModificationException_init
java.util.Spliterators$ArraySpliterator_tryAdvance_java.util.function.Consumer.meth,java.lang.NullPointerException_init
java.util.Spliterators$ArraySpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.function.Consumer_accept_java.lang.Object
java.util.Spliterators$IteratorSpliterator_tryAdvance_java.util.function.Consumer.meth,java.lang.NullPointerException_init
java.util.ArrayList$SubList_checkForComodification.meth,java.util.ConcurrentModificationException_init
java.util.SubList_checkForComodification.meth,java.util.ConcurrentModificationException_init
java.util.WeakHashMap$HashIterator_hasNext.meth,java.lang.ref.Reference_get
java.util.ServiceLoader$LazyIterator_hasNext.meth,java.security.AccessController_native_doPrivileged_java.security.PrivilegedAction_java.security.AccessControlContext
java.nio.file.FileTreeIterator_hasNext.meth,java.lang.IllegalStateException_init
java.util.Scanner_ensureOpen.meth,java.lang.IllegalStateException_init_java.lang.String
java.util.Scanner_hasTokenInBuffer.meth,java.util.regex.Matcher_usePattern_java.util.regex.Pattern
java.util.Scanner_hasTokenInBuffer.meth,java.util.regex.Matcher_region_int_int
java.util.Scanner_hasTokenInBuffer.meth,java.util.regex.Matcher_lookingAt
java.util.Scanner_hasTokenInBuffer.meth,java.util.regex.Matcher_end
java.nio.CharBuffer_allocate_int.meth,java.lang.IllegalArgumentException_init
java.nio.CharBuffer_put_java.nio.CharBuffer.meth,java.lang.IllegalArgumentException_init
java.nio.CharBuffer_put_java.nio.CharBuffer.meth,java.nio.ReadOnlyBufferException_init
java.nio.CharBuffer_put_java.nio.CharBuffer.meth,java.nio.BufferOverflowException_init
java.util.Scanner_makeSpace.meth,java.util.regex.Matcher_reset_java.lang.CharSequence
java.nio.CharBuffer_put_char_arr_int_int.meth,java.nio.BufferOverflowException_init
java.util.ArrayList$SubList$1_checkForComodification.meth,java.util.ConcurrentModificationException_init
java.util.ArrayList$SubList$1_next.meth,java.util.NoSuchElementException_init
java.util.ArrayList$SubList$1_next.meth,java.util.ConcurrentModificationException_init
java.util.LinkedList$ListItr_checkForComodification.meth,java.util.ConcurrentModificationException_init
java.util.LinkedList$ListItr_next.meth,java.util.NoSuchElementException_init
java.util.SubList$1_next.meth,java.util.NoSuchElementException_init
java.util.ArrayList$Itr_checkForComodification.meth,java.util.ConcurrentModificationException_init
java.util.ArrayList$Itr_next.meth,java.util.NoSuchElementException_init
java.util.ArrayList$Itr_next.meth,java.util.ConcurrentModificationException_init
java.util.IdentityHashMap$IdentityHashMapIterator_nextIndex.meth,java.util.ConcurrentModificationException_init
java.util.IdentityHashMap$IdentityHashMapIterator_nextIndex.meth,java.util.NoSuchElementException_init
java.util.Collections$1_next.meth,java.util.NoSuchElementException_init
java.util.Collections$EmptyIterator_next.meth,java.util.NoSuchElementException_init
java.util.LinkedHashMap$LinkedHashIterator_nextNode.meth,java.util.ConcurrentModificationException_init
java.util.LinkedHashMap$LinkedHashIterator_nextNode.meth,java.util.NoSuchElementException_init
java.util.HashMap$HashIterator_nextNode.meth,java.util.ConcurrentModificationException_init
java.util.HashMap$HashIterator_nextNode.meth,java.util.NoSuchElementException_init
java.util.AbstractList$Itr_checkForComodification.meth,java.util.ConcurrentModificationException_init
java.util.AbstractList$Itr_next.meth,java.util.NoSuchElementException_init
java.util.Spliterators$1Adapter_next.meth,java.util.NoSuchElementException_init
java.util.Hashtable$Enumerator_next.meth,java.util.ConcurrentModificationException_init
java.util.Hashtable$Enumerator_nextElement.meth,java.util.NoSuchElementException_init_java.lang.String
java.util.WeakHashMap$HashIterator_nextEntry.meth,java.util.ConcurrentModificationException_init
java.util.WeakHashMap$HashIterator_nextEntry.meth,java.util.NoSuchElementException_init
java.util.WeakHashMap$Entry_getKey.meth,java.lang.ref.Reference_get
java.util.ServiceLoader$LazyIterator_next.meth,java.security.AccessController_native_doPrivileged_java.security.PrivilegedAction_java.security.AccessControlContext
java.util.LinkedList$ListItr_previous.meth,java.util.NoSuchElementException_init
java.util.TreeMap$PrivateEntryIterator_nextEntry.meth,java.util.NoSuchElementException_init
java.util.TreeMap$PrivateEntryIterator_nextEntry.meth,java.util.ConcurrentModificationException_init
java.util.TreeMap$PrivateEntryIterator_prevEntry.meth,java.util.NoSuchElementException_init
java.util.TreeMap$PrivateEntryIterator_prevEntry.meth,java.util.ConcurrentModificationException_init
java.util.TreeMap$NavigableSubMap$SubMapIterator_nextEntry.meth,java.util.NoSuchElementException_init
java.util.TreeMap$NavigableSubMap$SubMapIterator_nextEntry.meth,java.util.ConcurrentModificationException_init
java.util.TreeMap$NavigableSubMap$SubMapIterator_prevEntry.meth,java.util.NoSuchElementException_init
java.util.TreeMap$NavigableSubMap$SubMapIterator_prevEntry.meth,java.util.ConcurrentModificationException_init
java.util.EnumMap$ValueIterator_next.meth,java.util.NoSuchElementException_init
java.util.ArrayDeque$DescendingIterator_next.meth,java.util.NoSuchElementException_init
java.util.ArrayDeque$DescendingIterator_next.meth,java.util.ConcurrentModificationException_init
java.util.ArrayDeque$DeqIterator_next.meth,java.util.NoSuchElementException_init
java.util.ArrayDeque$DeqIterator_next.meth,java.util.ConcurrentModificationException_init
java.util.IdentityHashMap$EntryIterator$Entry_checkIndexForEntryUse.meth,java.lang.IllegalStateException_init_java.lang.String
java.util.EnumMap$EntryIterator$Entry_checkIndexForEntryUse.meth,java.lang.IllegalStateException_init_java.lang.String
java.nio.file.DirectoryIteratorException_getCause.meth,java.lang.Throwable_getCause
java.util.Arrays_rangeCheck_int_int_int.meth,java.lang.IllegalArgumentException_init_java.lang.String
java.util.Arrays_rangeCheck_int_int_int.meth,java.lang.ArrayIndexOutOfBoundsException_init_int
java.util.Arrays_rangeCheck_int_int_int.meth,java.lang.ArrayIndexOutOfBoundsException_init_int
java.io.ObjectOutputStream_clinit.meth,sun.security.action.GetBooleanAction_init_java.lang.String
java.io.ObjectOutputStream_clinit.meth,java.security.AccessController_native_doPrivileged_java.security.PrivilegedAction
java.io.FilterOutputStream_close.meth,java.lang.Throwable_addSuppressed_java.lang.Throwable
java.io.FilterOutputStream_close.meth,java.lang.Throwable_addSuppressed_java.lang.Throwable
java.io.OutputStreamWriter_close.meth,sun.nio.cs.StreamEncoder_close
java.io.InputStreamReader_close.meth,sun.nio.cs.StreamDecoder_close
java.io.FileOutputStream_access$000_java.io.FileOutputStream.meth,java.io.FileOutputStream_native_close0
java.io.FileOutputStream_clinit.meth,java.io.FileOutputStream_native_initIDs
java.io.FileInputStream_access$000_java.io.FileInputStream.meth,java.io.FileInputStream_native_close0
java.io.FileInputStream_clinit.meth,java.io.FileInputStream_native_initIDs
java.nio.channels.spi.AbstractSelector_close.meth,java.util.concurrent.atomic.AtomicBoolean_getAndSet_boolean
java.util.ArrayDeque_removeFirst.meth,java.util.NoSuchElementException_init
java.nio.file.FileTreeWalker_next.meth,java.lang.Throwable_addSuppressed_java.lang.Throwable
java.nio.file.FileTreeWalker_visit_java.nio.file.Path_boolean_boolean.meth,java.nio.file.FileSystemLoopException_init_java.lang.String
java.util.ArrayDeque_addFirst_java.lang.Object.meth,java.lang.NullPointerException_init
java.util.ArrayDeque_doubleCapacity.meth,java.lang.IllegalStateException_init_java.lang.String
java.util.ArrayDeque_doubleCapacity.meth,java.lang.System_native_arraycopy_java.lang.Object_int_java.lang.Object_int_int
java.util.ArrayDeque_doubleCapacity.meth,java.lang.System_native_arraycopy_java.lang.Object_int_java.lang.Object_int_int
java.nio.file.FileTreeIterator_fetchNextIfNeeded.meth,java.io.UncheckedIOException_init_java.io.IOException
java.nio.file.Files$2_hasNext.meth,java.io.UncheckedIOException_init_java.io.IOException
java.util.Spliterators$IteratorSpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.function.Consumer_accept_java.lang.Object
java.util.Vector$VectorSpliterator_tryAdvance_java.util.function.Consumer.meth,java.lang.NullPointerException_init
java.util.Vector$VectorSpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.function.Consumer_accept_java.lang.Object
java.util.Vector$VectorSpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.ConcurrentModificationException_init
java.util.WeakHashMap$KeySpliterator_tryAdvance_java.util.function.Consumer.meth,java.lang.NullPointerException_init
java.util.WeakHashMap$KeySpliterator_tryAdvance_java.util.function.Consumer.meth,java.lang.ref.Reference_get
java.util.WeakHashMap$KeySpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.function.Consumer_accept_java.lang.Object
java.util.WeakHashMap$KeySpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.ConcurrentModificationException_init
java.util.WeakHashMap$EntrySpliterator_tryAdvance_java.util.function.Consumer.meth,java.lang.NullPointerException_init
java.util.WeakHashMap$EntrySpliterator_tryAdvance_java.util.function.Consumer.meth,java.lang.ref.Reference_get
java.util.WeakHashMap$EntrySpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.function.Consumer_accept_java.lang.Object
java.util.WeakHashMap$EntrySpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.ConcurrentModificationException_init
java.util.WeakHashMap$ValueSpliterator_tryAdvance_java.util.function.Consumer.meth,java.lang.NullPointerException_init
java.util.WeakHashMap$ValueSpliterator_tryAdvance_java.util.function.Consumer.meth,java.lang.ref.Reference_get
java.util.WeakHashMap$ValueSpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.function.Consumer_accept_java.lang.Object
java.util.WeakHashMap$ValueSpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.ConcurrentModificationException_init
java.util.LinkedList$LLSpliterator_tryAdvance_java.util.function.Consumer.meth,java.lang.NullPointerException_init
java.util.LinkedList$LLSpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.function.Consumer_accept_java.lang.Object
java.util.LinkedList$LLSpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.ConcurrentModificationException_init
java.util.TreeMap$EntrySpliterator_tryAdvance_java.util.function.Consumer.meth,java.lang.NullPointerException_init
java.util.TreeMap$EntrySpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.function.Consumer_accept_java.lang.Object
java.util.TreeMap$EntrySpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.ConcurrentModificationException_init
java.util.TreeMap$KeySpliterator_tryAdvance_java.util.function.Consumer.meth,java.lang.NullPointerException_init
java.util.TreeMap$KeySpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.function.Consumer_accept_java.lang.Object
java.util.TreeMap$KeySpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.ConcurrentModificationException_init
java.util.TreeMap$ValueSpliterator_tryAdvance_java.util.function.Consumer.meth,java.lang.NullPointerException_init
java.util.TreeMap$ValueSpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.function.Consumer_accept_java.lang.Object
java.util.TreeMap$ValueSpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.ConcurrentModificationException_init
java.util.TreeMap$DescendingKeySpliterator_tryAdvance_java.util.function.Consumer.meth,java.lang.NullPointerException_init
java.util.TreeMap$DescendingKeySpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.function.Consumer_accept_java.lang.Object
java.util.TreeMap$DescendingKeySpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.ConcurrentModificationException_init
java.util.TreeMap$NavigableSubMap$SubMapKeyIterator_tryAdvance_java.util.function.Consumer.meth,java.util.function.Consumer_accept_java.lang.Object
java.util.TreeMap$NavigableSubMap$DescendingSubMapKeyIterator_tryAdvance_java.util.function.Consumer.meth,java.util.function.Consumer_accept_java.lang.Object
java.util.ArrayDeque$DeqSpliterator_tryAdvance_java.util.function.Consumer.meth,java.lang.NullPointerException_init
java.util.ArrayDeque$DeqSpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.ConcurrentModificationException_init
java.util.ArrayDeque$DeqSpliterator_tryAdvance_java.util.function.Consumer.meth,java.util.function.Consumer_accept_java.lang.Object
java.nio.charset.Charset$1_getNext.meth,java.lang.Throwable_getCause
java.util.Spliterators$4Adapter_nextDouble.meth,java.util.NoSuchElementException_init
java.util.Spliterators$DoubleIteratorSpliterator_tryAdvance_java.util.function.DoubleConsumer.meth,java.util.function.DoubleConsumer_accept_double
java.util.Spliterators$DoubleArraySpliterator_tryAdvance_java.util.function.DoubleConsumer.meth,java.lang.NullPointerException_init
java.util.Spliterators$DoubleArraySpliterator_tryAdvance_java.util.function.DoubleConsumer.meth,java.util.function.DoubleConsumer_accept_double
java.util.Spliterators$3Adapter_nextLong.meth,java.util.NoSuchElementException_init
java.util.Spliterators$LongIteratorSpliterator_tryAdvance_java.util.function.LongConsumer.meth,java.util.function.LongConsumer_accept_long
java.lang.CharSequence$1CodePointIterator_nextInt.meth,java.util.NoSuchElementException_init
java.lang.AbstractStringBuilder_charAt_int.meth,java.lang.StringIndexOutOfBoundsException_init_int
java.lang.StringBuffer_charAt_int.meth,java.lang.StringIndexOutOfBoundsException_init_int
java.nio.Buffer_checkIndex_int_int.meth,java.lang.IndexOutOfBoundsException_init
java.lang.CharSequence$1CharIterator_nextInt.meth,java.util.NoSuchElementException_init
java.util.BitSet_nextSetBit_int.meth,java.lang.IndexOutOfBoundsException_init_java.lang.String
java.util.BitSet$1BitSetIterator_nextInt.meth,java.util.NoSuchElementException_init
java.util.Spliterators$2Adapter_nextInt.meth,java.util.NoSuchElementException_init
java.util.Spliterators$IntIteratorSpliterator_tryAdvance_java.util.function.IntConsumer.meth,java.util.function.IntConsumer_accept_int
java.util.Spliterators$IntArraySpliterator_tryAdvance_java.util.function.IntConsumer.meth,java.lang.NullPointerException_init
java.util.Spliterators$IntArraySpliterator_tryAdvance_java.util.function.IntConsumer.meth,java.util.function.IntConsumer_accept_int
java.nio.CharBufferSpliterator_tryAdvance_java.util.function.IntConsumer.meth,java.lang.NullPointerException_init
java.nio.CharBufferSpliterator_tryAdvance_java.util.function.IntConsumer.meth,java.util.function.IntConsumer_accept_int
java.text.BreakIterator_getBreakInstance_java.util.Locale_int.meth,java.lang.ref.SoftReference_get
java.util.Locale_equals_java.lang.Object.meth,sun.util.locale.BaseLocale_equals_java.lang.Object
java.util.Locale_equals_java.lang.Object.meth,sun.util.locale.LocaleExtensions_equals_java.lang.Object
java.text.BreakIterator_clone.meth,java.lang.Object_native_clone
java.text.BreakIterator_createBreakInstance_java.util.Locale_int.meth,sun.util.locale.provider.LocaleProviderAdapter_getAdapter_java.lang.Class_java.util.Locale
java.text.BreakIterator_createBreakInstance_sun.util.locale.provider.LocaleProviderAdapter_java.util.Locale_int.meth,sun.util.locale.provider.LocaleProviderAdapter_getBreakIteratorProvider
java.text.BreakIterator_createBreakInstance_java.util.Locale_int.meth,sun.util.locale.provider.LocaleProviderAdapter_forJRE
java.text.BreakIterator_getBreakInstance_java.util.Locale_int.meth,java.lang.ref.SoftReference_init_java.lang.Object
java.text.StringCharacterIterator_init_java.lang.String_int_int_int.meth,java.lang.NullPointerException_init
java.text.StringCharacterIterator_init_java.lang.String_int_int_int.meth,java.lang.IllegalArgumentException_init_java.lang.String
java.text.StringCharacterIterator_init_java.lang.String_int_int_int.meth,java.lang.IllegalArgumentException_init_java.lang.String
java.text.BreakIterator_isBoundary_int.meth,java.lang.IllegalArgumentException_init
java.lang.String_codePointBefore_int.meth,java.lang.StringIndexOutOfBoundsException_init_int
java.util.Hashtable_init_int_float.meth,java.lang.IllegalArgumentException_init_java.lang.String
java.lang.AbstractStringBuilder_append_float.meth,sun.misc.FloatingDecimal_appendTo_float_java.lang.Appendable
java.util.Hashtable_init_int_float.meth,java.lang.IllegalArgumentException_init_java.lang.String
java.lang.Math_min_float_float.meth,java.lang.Float_native_floatToRawIntBits_float
java.util.HashMap_hash_java.lang.Object.meth,java.lang.Object_native_hashCode
java.lang.ConditionalSpecialCasing_isAfterSoftDotted_java.lang.String_int.meth,sun.text.Normalizer_getCombiningClass_int
java.lang.ConditionalSpecialCasing_isMoreAbove_java.lang.String_int.meth,sun.text.Normalizer_getCombiningClass_int
java.lang.ConditionalSpecialCasing_isAfterI_java.lang.String_int.meth,sun.text.Normalizer_getCombiningClass_int
java.lang.ConditionalSpecialCasing_isBeforeDot_java.lang.String_int.meth,sun.text.Normalizer_getCombiningClass_int
java.lang.Character_toChars_int_char_arr_int.meth,java.lang.IllegalArgumentException_init
java.lang.Character_toChars_int.meth,java.lang.IllegalArgumentException_init
java.lang.String_toUpperCase_java.util.Locale.meth,java.lang.System_native_arraycopy_java.lang.Object_int_java.lang.Object_int_int
java.util.Calendar_createCalendar_java.util.TimeZone_java.util.Locale.meth,sun.util.locale.provider.LocaleProviderAdapter_getAdapter_java.lang.Class_java.util.Locale
java.util.Calendar_createCalendar_java.util.TimeZone_java.util.Locale.meth,sun.util.locale.provider.LocaleProviderAdapter_getCalendarProvider
java.util.Calendar_createCalendar_java.util.TimeZone_java.util.Locale.meth,sun.util.spi.CalendarProvider_getInstance_java.util.TimeZone_java.util.Locale
java.util.Locale_isUnicodeExtensionKey_java.lang.String.meth,sun.util.locale.LocaleUtils_isAlphaNumericString_java.lang.String
java.util.Locale_getUnicodeLocaleType_java.lang.String.meth,java.lang.IllegalArgumentException_init_java.lang.String
java.util.Locale_getUnicodeLocaleType_java.lang.String.meth,sun.util.locale.LocaleExtensions_getUnicodeLocaleType_java.lang.String
java.util.Calendar_createCalendar_java.util.TimeZone_java.util.Locale.meth,sun.util.BuddhistCalendar_init_java.util.TimeZone_java.util.Locale
java.util.TreeMap_getEntry_java.lang.Object.meth,java.lang.NullPointerException_init
java.util.IdentityHashMap_hash_java.lang.Object_int.meth,java.lang.System_native_identityHashCode_java.lang.Object
java.util.WeakHashMap_hash_java.lang.Object.meth,java.lang.Object_native_hashCode
java.util.WeakHashMap_expungeStaleEntries.meth,java.lang.ref.ReferenceQueue_poll
java.util.WeakHashMap_get_java.lang.Object.meth,java.lang.ref.Reference_get
java.security.Provider_checkInitialized.meth,java.lang.IllegalStateException_init
java.security.Provider_clinit.meth,sun.security.util.Debug_getInstance_java.lang.String_java.lang.String
java.security.Provider$ServiceKey_init_java.lang.String_java.lang.String_boolean.meth,java.lang.String_native_intern
java.lang.String_toLowerCase_java.util.Locale.meth,java.lang.NullPointerException_init
java.lang.String_toLowerCase_java.util.Locale.meth,java.lang.System_native_arraycopy_java.lang.Object_int_java.lang.Object_int_int
java.lang.String_toLowerCase_java.util.Locale.meth,java.lang.System_native_arraycopy_java.lang.Object_int_java.lang.Object_int_int
java.util.TreeMap_put_java.lang.Object_java.lang.Object.meth,java.lang.NullPointerException_init
java.util.TreeMap$NavigableSubMap_put_java.lang.Object_java.lang.Object.meth,java.lang.IllegalArgumentException_init_java.lang.String
java.util.IdentityHashMap_resize_int.meth,java.lang.IllegalStateException_init_java.lang.String
java.util.WeakHashMap_put_java.lang.Object_java.lang.Object.meth,java.lang.ref.Reference_get
java.util.WeakHashMap$Entry_init_java.lang.Object_java.lang.Object_java.lang.ref.ReferenceQueue_int_java.util.WeakHashMap$Entry.meth,java.lang.ref.WeakReference_init_java.lang.Object_java.lang.ref.ReferenceQueue
java.util.WeakHashMap_transfer_java.util.WeakHashMap$Entry_arr_java.util.WeakHashMap$Entry_arr.meth,java.lang.ref.Reference_get
java.util.WeakHashMap_expungeStaleEntries.meth,java.lang.ref.ReferenceQueue_poll
java.util.AbstractMap_put_java.lang.Object_java.lang.Object.meth,java.lang.UnsupportedOperationException_init
java.security.Provider_check_java.lang.String.meth,java.lang.System_getSecurityManager
java.security.Provider_put_java.lang.Object_java.lang.Object.meth,sun.security.util.Debug_println_java.lang.String
java.util.Hashtable_put_java.lang.Object_java.lang.Object.meth,java.lang.NullPointerException_init
java.util.Hashtable_put_java.lang.Object_java.lang.Object.meth,java.lang.Object_native_hashCode
java.util.Hashtable_addEntry_int_java.lang.Object_java.lang.Object_int.meth,java.lang.Object_native_hashCode
java.util.Collections$UnmodifiableMap_put_java.lang.Object_java.lang.Object.meth,java.lang.UnsupportedOperationException_init
java.util.Hashtable_get_java.lang.Object.meth,java.lang.Object_native_hashCode
java.util.Calendar_setWeekCountData_java.util.Locale.meth,sun.util.locale.provider.CalendarDataUtility_retrieveFirstDayOfWeek_java.util.Locale
